UID0,UID1,UID2,UID3,Label,Ttype,Mtype,L1,L2
136,4,129,153,Black spinner,2,2,0.0,0.0
136,4,8,152,Blue spinner,2,2,0.0,0.0
136,4,6,199,LED spinner,2,2,0.0,0.0
136,4,56,233,Hot wheels,2,2,0.0,0.0
136,4,145,150,E-fan,2,2,0.0,0.0
249,34,56,174,E-fan,2,2,0.0,0.0
